k_1064,k_755,k_1500
0.0030899804052884,0.0045823228471721,0.0020694658155247
0.0086873696323446,0.0164083942322515,0.0054526980635027
0.0072188924523389,0.0112559345960314,0.0047350549009825
0.0013360694383663,0.0019690800720132,0.0009608557545133
0.1328823112977379,1.2095252099119231,0.0532516225987794
0.0163904968883302,0.0484626883249114,0.0094363617343262
0.0040528724708881,0.0064553075226355,0.0026813579346932
0.0050416025521377,0.0087599054616507,0.0032830830961095
0.0052324413239808,0.0079053709184712,0.0035219757232247
0.0119414785418575,0.0207277352649964,0.0077704737041894
0.1951474883873635,1.6924895249408394,0.0638801741081774
0.0408533034416781,0.0963186337845211,0.0250096708810117
0.0025699471332787,0.0038827376174999,0.0017920782922589
0.001234960729155,0.001813100941657,0.0008600831654445
0.0011757248548055,0.0017053613082675,0.000806137830458
0.0016015739182547,0.0022811478806696,0.0010799055460754
0.002867832386638,0.0043491354957524,0.001990095662698
0.0137256933834285,0.0281645608534733,0.008481703502523
0.4420505705117304,0.5449128332624011,0.1264404544766169
0.0159580817425982,0.0307462727543256,0.0103755344910429
0.0031689513715975,0.0048536589724292,0.0021695794262382
0.0113590593931467,0.023307561059112,0.0068731208877979
0.3718136423671783,0.5810703634508296,0.7322712829188277
0.0152479046784383,0.026993056780947,0.009680790056991
0.010341876309046,0.0188811681507216,0.0064407944343931
0.0127827682754048,0.0220032602075793,0.0081507549669961
0.0034129959765272,0.005097931767869,0.0022980287365462
0.0258690645155463,0.0379499808471997,0.0113637953957973
0.040442450376276,0.1593948953892592,0.0231473448147952
0.0097403760924204,0.0176345225168458,0.0062615505822828
0.0096498463009752,0.0161250977417386,0.0062729448411727
0.14245390707453,0.6773951648859098,0.0547339620458763
0.0029914871126855,0.0044093249759632,0.0020408731083154
0.0036662091815631,0.0056958631371745,0.002550058297581
0.0259924095986083,0.045057807633925,0.015610210864077
0.00478526201998,0.0071907154820088,0.0032301833142604
0.0089504417994153,0.0143961815111269,0.005740362581571
0.0033364301419029,0.0052816190623914,0.002252324266213
0.0038637890925529,0.0058607556295653,0.0025947338466951
0.0142142419984689,0.0241192879410772,0.0091989307846889
0.0080292221198786,0.0141379425418597,0.0052213145515142
0.0051498801835328,0.0080758045255763,0.0033690968357538
0.4064778479298317,1.4286806062204276,0.0816953780882017
0.0016420301906399,0.002463301341401,0.0011840612366655
0.2624808418329267,0.1944984743813769,0.1546369957570942
0.380765774303588,0.7116251414284529,0.0711880982522366
0.0552198586821559,0.3707299680744777,0.023659184788541
0.0141250525726086,0.0261119513052207,0.0088763094540313
0.0358100472899377,0.1392696933317997,0.017377333413974
0.009928603929223,0.0165700198690604,0.0063352549501032
0.0061794167459069,0.0094947331169732,0.0042265261975386
0.001255198680658,0.0018737149470444,0.000860788598755
0.002260349548609,0.0037431133458897,0.001565715520362
0.0045223648200201,0.0068309307375662,0.0030750481665293
0.0394547232534652,0.091193997080104,0.0240462875709601
0.2606440896779216,0.5027279465498607,0.0760505355920733
0.0188245959944331,0.0305257296204867,0.0116226355979779
0.0022925167318777,0.0034311587493829,0.0015963125420171
0.0173337706059831,0.0302372858474992,0.0109913566475552
0.0011107354210705,0.001622932609784,0.0007592607746846
0.037068394060265,0.1120780327928786,0.022572105757135
0.0387227588052811,0.1051428915336344,0.0210128677487093
0.0100046134526707,0.016613205760204,0.0066889160153393
0.0052752639811657,0.0092784899478578,0.003437537445645
0.0030176183458497,0.00450699850739,0.0021281819695126
0.0111574564538094,0.0207195090402236,0.0073866622053381
0.0090624727764471,0.0136873225907976,0.0060596351592576
0.00687726235809,0.0126035042268754,0.0041888417564171
0.0561513221041923,0.2966865770739267,0.0234194465252765
0.0121492448365257,0.0340542141335436,0.0065327758408759
0.0092979029917746,0.0151064815472708,0.0061061390237088
0.0345428345343532,0.0914138981637107,0.0207494372816687
0.0035884846928234,0.0053866107057002,0.0024463274919082
0.0154427085341265,0.0336727409464062,0.0095941849449528
0.3272964789538055,0.271461960247547,0.2371907049324838
0.0440373836585814,0.1854555209482469,0.0168910526102643
0.0024890924979637,0.003733732118666,0.0017566195056485
0.0095425072324953,0.0158369188499761,0.0061636946495205
0.0041769236719611,0.0062622800163356,0.0028553605693987
0.0286216087995059,0.0708264978063726,0.0176560638109453
0.0062047449063535,0.0101922577204111,0.0041749155931892
0.0031876735006005,0.0047734199499054,0.0022531637255378
0.0218365438711502,0.0431879399149785,0.0128686581681692
2.389975769659741,3.527968506427694,0.3760358022368472
0.0018589188839364,0.0026944004839225,0.0013012827765345
0.0021390190407487,0.0032352241990991,0.0014702437482295
0.0013760240557187,0.0020389323041089,0.0009503122273504
0.0033460448791625,0.0051385080637514,0.0022644885459664
0.0033030073762327,0.0049607684044742,0.0022456518435621
0.0117811054073157,0.0205687236695103,0.0076594247462583
0.0031204079211301,0.0046858093744974,0.0021615096476884
0.0337375298352868,0.1402479137700212,0.0170234343175489
0.6737523521907733,1.2663998500637892,0.1842469618899855
0.0345708873099796,0.1286912972895265,0.0187505108670653
0.0117442104458238,0.023324578993752,0.0073556739272685
0.326959533581053,0.4916883745372241,0.2607039404103249
0.0067768647464491,0.0118165832405023,0.0044554216830095
0.0049559723910533,0.0121339325779201,0.0030818115833452
0.0050888772898113,0.0076136738603624,0.0037282284710723
0.3254999995177809,1.0271287827523017,0.0817828466629551
0.0129859434703164,0.0370714486720978,0.007492488568495
0.2921411282789731,0.8470097600333528,0.447702716487545
0.0058912263344528,0.0091065715388069,0.004230937893678
0.0243422305980445,0.0509880194934355,0.0157058513067296
0.003571295903625,0.0054608687544713,0.0024840616505639
0.0069262473905447,0.0110848213835939,0.0048674604738252
0.0320568251200153,0.0722558156518454,0.0202935738016204
0.0126445791551318,0.0160326650371847,0.0119356456245925
0.4918706181530392,0.4825364592186439,0.3122048295865675
0.0211429098502592,0.0396874373660905,0.0139318188554745
0.0124798608172103,0.022371865853328,0.0080607878562689
0.0382818252864889,0.1056788577304296,0.0217081531646094
0.0120473646711561,0.0199429815640487,0.0078148701218073
0.0103205835730284,0.0158798683994594,0.0069352533387468
0.0179574539930099,0.034849132210587,0.0113825433309576
0.0184069817393105,0.0352963848893473,0.0121555196443273
0.0140662752816123,0.0294219910564425,0.0084776685903637
0.0177241999756349,0.0326381427315121,0.0112838418103201
0.0073026679847093,0.0120046428196294,0.0049749936204382
0.011222197131812,0.0325550763769324,0.0068692344792584
0.0147921937843929,0.0246504201952596,0.0098769516101586
0.0124145435956409,0.020947476942029,0.0081705738320963
0.0428414713139744,0.169102865759856,0.0125575694030101
0.3765621690294944,0.6292241421008715,0.0901626278764824
0.0136489787192431,0.023885024073177,0.0086379590257759
0.0129992548071992,0.0326257655042721,0.0077101993748818
0.0028053499808574,0.0041879156471535,0.0019253425666284
0.2402501246466213,0.3413572038784948,0.1882745684531564
0.0283965768638416,0.1340377598772395,0.0153219964099655
0.2377884757043424,2.2310488304008964,0.1022094244639093
0.015960998426344,0.0489846663873586,0.0099369882981342
0.0140402678708329,0.0584184405482874,0.0071650417971913
0.015827890016335,0.0836840472556249,0.0086649454526024
0.0082344924265481,0.0174039130602462,0.0048375239293391
0.002700360999977,0.004029522286572,0.0017857906042632
0.0727777952840275,0.2557553894321491,0.0313715905652116
0.0068583162204115,0.0108750415219684,0.0045312079758095
0.0047201349118467,0.0086927618624251,0.0031253984796795
0.0334273305195639,0.1305883519464738,0.0244616088952979
0.0094851994254183,0.0296237962571396,0.005889039133305
0.1614801687441647,0.6198412123300245,0.0628905756848502
0.0351110764230376,0.083446329037526,0.0203587873148356
0.0021841446948736,0.0032816168827825,0.0015033012197386
0.0026706695085491,0.0039006292335473,0.0018544332527315
0.0084055917875328,0.0139122929465757,0.0055857481907677
0.0191116776233657,0.037164678093566,0.011414157192514
0.080149061219427,0.1224178895826479,0.0188074252161833
0.0124612468349524,0.0221797655077043,0.0078888279577374
0.0103444183576328,0.017364852790298,0.0069450624428033
0.0104598727835886,0.0320606296116382,0.0065711478761875
0.003499280553137,0.0054052200741364,0.0023979511854491
0.6528358369811621,1.1745667083907274,0.2420318208428964
0.0128858631221901,0.0240360998561104,0.0081222025874334
0.0106329507967745,0.0171172409329609,0.0069876882955491
0.0467025575034041,0.1350717454748818,0.0263701692383096
0.0035468414040134,0.005609028823676,0.0024643352792648
0.0182585674066236,0.031952409152697,0.0112124908317526
0.5258374528227003,1.703977545316267,0.1076204599237036
0.0336148389729576,0.1776391121207373,0.0183531852934748
0.2365305350776672,0.326777372244015,0.1948982813222744
0.5368125434178608,1.2842336308368425,0.1003079804600263
0.4080462129171027,1.3620667861024565,0.0785208651994261
0.0023791101971561,0.0034956490089885,0.0016696388242893
0.0251357442622466,0.0514057721288529,0.0077585777805613
0.1624116779751538,0.4872450614125633,0.0407505488856479
0.0092194388194011,0.0403878873215007,0.0054264602722158
0.0066176287278524,0.0125878094743881,0.004407010265953
0.0133661427932856,0.0647553776497564,0.0071062985503141
0.0063437756315333,0.0106746355976088,0.0042401961284841
0.0152245574631172,0.0260220100467425,0.0095165393471796
0.0032650037832677,0.0050162200226939,0.0022305483403427
0.0922593961391767,0.1646804289895227,0.0217071954106903
0.0070510710680435,0.0126101242842557,0.0044675054712812
0.0107947126117231,0.0184245892923724,0.0068472230271041
0.6400905413006316,0.3671930714800634,0.1386728784878735
0.0026914488430146,0.0041467730837471,0.0019184079915495
0.009290319001005,0.015537437713805,0.0061893394889519
0.0053551788289095,0.0084545772143767,0.0036613407680448
0.0056864559986905,0.0091230008674808,0.003899914463486
0.0243547532370437,0.0537412804098309,0.015057958561321
0.0191843736949863,0.047632136653374,0.0118207214465057
0.6261256010145692,0.9835658918707232,0.1957450780590187
0.0253935520322527,0.0560625165680015,0.0158248026238729
0.0049942266199176,0.0074834058645595,0.0032883750721183
0.007329785107882,0.0125390187590243,0.0049356068222751
0.0845464925134222,0.3571370134130011,0.0494823709616076
0.0057423205301403,0.0089498199655965,0.0039836206321306
0.0032433945461664,0.0050442012163779,0.0022563794280466
0.0033376883060496,0.0051225293719696,0.0022992782216139
0.0274533960606851,0.0635154575025858,0.0167472436883028
0.3305049272661928,0.4878126246027699,0.1340327330357862
0.0100219162207347,0.0189733407511035,0.0066542427712608
0.3504258236362097,1.61052669380978,0.0876047220592287
0.0210384284934818,0.0391077362315999,0.0136902675504358
0.033744147458957,0.1492144386566838,0.019809112839694
0.006250993418491,0.0102999107194037,0.0042618693665384
0.1329713314275325,1.3492322711366704,0.0525528998969643
0.0186295538936217,0.0387733844312968,0.0115977294465144
0.2582303907256452,0.198296145880972,0.0611533651556364
0.9778226278123172,1.414833534638234,0.2589245160137985
0.0262239021095219,0.0485804779373708,0.0171561370293302
0.0680783711118836,0.3122745177035617,0.0327969441808892
0.0157587049591607,0.0266958981612579,0.0101136528318001
0.0009292900573086,0.0013716331090644,0.0006551723469704
0.0774130100247475,0.4976144576467244,0.0334226431038035
0.0036408351469108,0.006238751340927,0.0024314683169533
0.0207441600313198,0.0381738428361466,0.0134738310320994
0.012732513931854,0.0490292818459768,0.0073373387731535
0.0024698652022733,0.0037101095098525,0.0017210608313453
0.0055554341535577,0.0085640241314209,0.003795709794971
0.2268858434643202,0.3868803558839503,0.1781459177880709
0.0027902385718964,0.004529160301006,0.0018002943316681
0.0148149386118783,0.0256841410006002,0.0096371609349403
2.401311752051475,2.47060475828132,1.1392825192420335
0.0015548078432225,0.002290992360345,0.0010967642365701
0.003614401066436,0.005564545156576,0.0024476058038791
0.0228369195317399,0.0425132584113587,0.0142712036843729
0.7560970955258801,0.8634751714002747,0.5030319854913708
0.1124522687359073,0.372554573080182,0.0333134302139378
0.0181857733914243,0.0358130296907713,0.0116519668709928
0.0043838275372914,0.0063268470908095,0.0029524168167756
0.0263972541426786,0.0591073499565058,0.0149976242756347
0.0045685990254771,0.0073129771624021,0.0030614560332378
0.0123217375489385,0.0212515093442405,0.0078441767831861
0.0124537133334788,0.0236319827247906,0.007776947523132
0.0473887455781097,0.2735511157322745,0.024976587116378
0.0912968945869978,0.6270781719421384,0.0381159937901417
0.0035973391573246,0.0054776819952036,0.0024704695162197
0.0110869171716035,0.0189316379702839,0.0073578527600163
0.0470776454575534,0.1341267289773923,0.026937852940665
0.0028431710199853,0.0046201592283392,0.0018875036089449
0.0046542670716443,0.0075529524568945,0.0031008608937999
0.0174085149993496,0.0323406902085672,0.0109985859025391
0.5121711438874192,0.8501115368154103,0.3026185893997392
0.0078971130832115,0.0130392108151919,0.0052243376865736
0.0109222191079765,0.0185848139820409,0.0069390969916056
0.0056961208993563,0.0087581723135034,0.0039286548405671
0.0040283944780234,0.0062042275620688,0.0026603348033527
0.0284831902210283,0.0662361940587444,0.0173519324556664
0.0049001944677869,0.0082986266867792,0.0032815517442897
0.0019811397900095,0.0028389989145608,0.0013364306700698
0.0103232363067186,0.021721044758424,0.0065174413095051
0.0033658710036398,0.0051347299615276,0.0022858612596634
0.0496176400781,0.1355898739043346,0.0273095406046159
0.2513210459485939,0.4730202589252061,0.1648087697817103
0.0118460695199697,0.0220213809082588,0.0078435679091368
0.2458063998070882,0.6437543537724432,0.0496205306629143
0.0031078480216149,0.0050225636794749,0.0021125899256999
0.1363657277955715,0.3479898481169529,0.037653080235023
0.0533476238204389,0.053734600159305,0.0464856054805942
0.0292489440754002,0.0884556640583864,0.0179058951538954
0.005963965501536,0.0094804890449421,0.0040184332138387
0.0110869618339154,0.0186609488959986,0.0071334282310754
0.4053561331078525,1.0019176140923065,0.1371276585336723
0.0091736608971761,0.0153340407503971,0.0061768625655032
0.0034867398288533,0.0053528385868006,0.0023584548178754
0.0080404503553686,0.0127322654790798,0.0054407017869823
0.001661065497887,0.0025071800649144,0.0011173874939067
0.0146274837013454,0.025055977189472,0.0094667322363157
0.0033517031871628,0.0050750351065811,0.0023048433416676
0.2589295504853297,0.6953183719155495,0.0704271848237692
0.0220384381079875,0.0731551863952043,0.0132467863228085
0.159725143505503,0.1794187917798759,0.0376113430078046
0.0035762427214587,0.005466192413284,0.0023886173330139
0.0097314788284659,0.0162332402949757,0.0064452379770932
0.0012115003792829,0.0018519336006198,0.0008499081277662
0.0041668946885108,0.0060777852701108,0.002873871647405
0.0044232336582065,0.0078916660614453,0.0029064330685291
0.0189532907541858,0.0389800683619949,0.0119268813944101
1.7587332788767345,5.406998393339031,0.6024380870228132
0.0032034600550451,0.004827008051441,0.0021290169986197
0.0129085387998038,0.0256312981084634,0.0081560774786044
0.0228447623371242,0.0471438118065837,0.0143912902312223
0.0017175306227281,0.0025962378114796,0.0011798438195638
0.0035221535732125,0.0052605769787371,0.0023491649347127
0.0222979386906961,0.0417966679111329,0.0134669661034866
0.0155925890147361,0.0371148992934002,0.0094358126148552
0.0009687503359983,0.0014156762071695,0.0006470086199725
0.0180636317575083,0.032960344596114,0.0116350660308786
0.0028016542550284,0.0043490833938298,0.0018941613781748
0.0139151588595471,0.0244851127829151,0.0087855746316853
0.0053908751989451,0.0090402354079849,0.0035018845988648
0.0205635249613147,0.1655134763377463,0.0105218521065792
2.8463646768510547,5.559155485528342,1.852665903773391
0.0149956187174497,0.033828479642379,0.0094670909945087
0.0582534701163262,0.5917168312247757,0.0294687674937953
0.0030848763895889,0.0046978034769138,0.0021095746621006
0.0069469399418527,0.0105576243708104,0.0045533017395031
0.1250937190042927,0.0848507406979837,0.0226489417964884
0.0094918572353663,0.0189235267592049,0.0060311423546108
0.0484310700595081,0.0889119574474981,0.0156274882787089
0.0148613824342968,0.0251853056072343,0.0092333461346887
0.040173392591468,0.108841656909747,0.0229626366564716
0.0093532106955305,0.0156522611925146,0.0062362234635791
0.1448535915458951,0.9725994298468184,0.0759008388040066
0.3135021734175346,1.1577319190198645,0.0833414460694665
0.002881779927043,0.0048955402724008,0.0018326183577548
0.0010145155731647,0.0014949482165811,0.0006987448574537
0.0022327047582901,0.0032239786286034,0.0015323878309604
0.009968968143249,0.0309937656804903,0.006250628327183
0.0113225013958386,0.0193985422732476,0.0075009120022744
0.0172242837394508,0.0492102109476182,0.00988889865318
0.0036513991948376,0.005558019099711,0.0025065881259728
0.0189513642274906,0.0394377771218336,0.0116658754910839
0.003513234265437,0.0052076691278613,0.0024555985692265
0.0179474613107579,0.0385538251658,0.0110990534485005
0.0055890574820268,0.0120600881923109,0.003329568516375
0.1062911986043414,0.3021905522821428,0.027186953862945
0.5334873582341604,0.9893510659714456,0.1829281294352015
0.3385479914379088,0.5244349513038843,0.3546134211798025
1.0731049975199152,1.449201281640077,0.4315049342533276
0.0155157383438684,0.0289556625271861,0.0098622460239429
0.011851814395662,0.0202527504441079,0.0076848390545082
0.1335992602466853,0.757626843887875,0.2086611388975924
0.0243208137071536,0.105070711663822,0.0114036159475415
0.00607422099068,0.0091911489642214,0.0040969379946815
0.0064642631186711,0.0111204129873017,0.0043354689736752
0.0173137930752323,0.0369527642148997,0.010240044548242
0.006300112558756,0.010419068377637,0.0043699049720073
0.0037205454187537,0.0056273224588799,0.002512971232239
0.1506793458675911,0.2000527382148571,0.0424573125470311
0.0266776122405996,0.0756241874330062,0.0150332410372314
0.0008168188994716,0.0011942501244957,0.0005889989692584
0.0064458596337548,0.0112400530271798,0.0041924419773499
0.0034599195311895,0.0053138128056827,0.0023887286789934
0.0042392433152261,0.0068412444077711,0.0029045952209682
0.0035282742769114,0.0054336640066541,0.0023340408785066
0.4643356958163728,0.6976794065159604,0.5316536917225001
0.0364006881439451,0.0928406117288677,0.0202082925011363
0.0094479513654584,0.0156870816640831,0.0062091193867521
0.0082574882289349,0.0144914374774612,0.0054581305773891
0.3248371650203511,0.4145527872605091,0.2517930796166139
0.0109017171390196,0.0191554641003435,0.0070141232732813
0.0082515860089488,0.0139827629898517,0.0053140974454943
0.0302154275924064,0.0672965623380399,0.0183995489976328
0.0185730435191404,0.0385061937316158,0.0115186441325417
0.0064455993057915,0.0109416852851186,0.0042810392611434
0.0832403891066413,0.2570147563796893,0.028241417707073
0.0083237577129128,0.0153802021875321,0.0054676686267781
0.002561436658331,0.0038210316775099,0.0017349718022624
0.0028703046348836,0.0043669655491606,0.0019752698048057
0.0219541617200188,0.0589340858127385,0.0126692379249902
0.0045046371276462,0.0069835764271181,0.003086224949432
0.0051155768408589,0.0078348694578362,0.0034652806191779
0.016062221882376,0.0492399591048483,0.0095730082679771
0.0907478141047552,0.3189048251621476,0.0313868601848403
0.0022553518355519,0.0033284347488074,0.00147645418428
2.2164541932437984,3.567972671167308,0.5628899507871604
0.0202255070125482,0.0923876193396672,0.0107035647374514
0.0027986928005242,0.0043153947040313,0.0019789402055802
0.234862418009474,2.190687620437147,0.1010234863369895
0.0023681629803867,0.0035437112735071,0.0016464338059174
0.0034920515769649,0.0054921202279308,0.0024456285043191
0.0227065397950108,0.0446590675633865,0.0146784015756706
0.0023767195000585,0.0034925320506857,0.0016047260090498
0.0164567023614173,0.0298521335157031,0.0106875445856246
0.003036147989599,0.0046461926027773,0.0020903940223736
0.0628572605385242,0.2794859988055992,0.027618784773396
0.0323467767040315,0.0767357112786486,0.0199349069179855
0.0100743668876319,0.0167239790471757,0.0067367798282868
0.0008202135569718,0.0011921873233135,0.0005591071955264
0.0043863530268087,0.0064406531003019,0.0029240143550383
0.003622370449301,0.005530155780232,0.0025582618257498
0.000700577684749,0.0010293836430262,0.0004800611488901
0.1063383899253915,0.3642755349991897,0.0421236186320468
0.3401070149344695,0.6448573608632128,0.3376349907449952
0.0038896830815387,0.008912503460201,0.0024395525372484
0.0037895999493749,0.0057228449489636,0.002589090518263
0.3095575317050011,1.2851246152679163,0.0830359828219327
0.0063079513563771,0.0116140280311238,0.0039494969382789
0.0036734607303052,0.005603363708469,0.0024593871866643
0.0196463494189147,0.0405477559631183,0.0115827789719325
0.0023440322306683,0.0034754695067029,0.0016157743618872
0.0091448738516368,0.0154751504236604,0.0060329176975224
0.0970031789538364,0.3522908213737539,0.0516741201039963
0.0019211325257444,0.0028618575961496,0.0013550770513967
0.0229659988525296,0.1349835748656929,0.012519058150462
0.0213111791128356,0.1068277712605661,0.012238699509399
0.1396716587340338,0.5281032028767674,0.0369877866102705
0.0417149343878833,0.1714270121194247,0.0242702488127738
0.0058633881388961,0.0159439835715942,0.0035906557452485
0.1448922399915067,0.610457304439635,0.0552536442499827
0.2249809341813071,0.4761861610216445,0.2880955109131349
0.017801653823046,0.1133691160345024,0.0090790037297517
0.0118131601377065,0.0323663143300035,0.0072708281258914
0.6909606055064511,2.923724162165956,0.1406733927732864
0.1500117062239442,0.7006130432364951,0.0691254597501448
0.0019471204275424,0.0028265169320926,0.0013692641207273
0.0265082925522743,0.3083674044620585,0.0126173360275562
0.0034311482075572,0.0051217041816904,0.0023352743451288
